Point in Time[s],Waiting Time[s]
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
61.12909057425327,0.0
63.09199186907613,0.0
63.25442343950536,0.0
64.9514103245568,0.0
65.20940401047324,0.0
65.4438546037437,0.0
66.66418110209507,0.0
67.82502598027342,0.0
68.08848171838619,0.0
69.63316723315212,0.0
69.94237031343853,0.0
70.99758998715069,0.0
72.47290675841064,0.0
73.01960922172836,0.0
76.1962538845099,0.0
77.44157499761194,0.0
77.85554495316656,0.0
77.98173073034287,0.0
78.78291512321762,0.0
83.21350340401614,0.0
83.31409534322793,0.0
85.33047847470195,0.0
85.41737004109162,0.0
85.59688476376226,0.0
86.54535002554216,0.0
86.58306401899937,0.0
86.59372049678281,0.0
88.55801272227816,0.0
89.14529565032093,0.0
89.18806882236697,0.0
89.32819802878528,0.0
89.35731914076278,0.0
90.49675573248005,0.0
91.26387564193269,0.0
91.34404251333672,0.0
91.36759001447737,0.0
91.63462333334095,0.0
91.98890331072383,0.0
92.34226368519136,0.0
92.36761923527862,0.0
92.73153819277958,0.0
93.20088309136261,0.0
93.42091933169658,0.0
93.49422695133286,0.0
93.52727226051238,0.0
93.8952572341417,0.0
94.10840760388746,0.0
94.12147502588675,0.0
94.12688876814646,0.0
94.60603346610847,0.0
94.64042710554747,0.0
95.00640984090968,0.0
95.09728454730511,0.0
95.62102840607714,0.0
95.74357714770495,0.0
95.81303727047217,0.0
96.0134996933274,0.0
96.01905523099889,0.0
96.15428461044075,0.0
96.38303548766058,0.0
96.44118746594496,0.0
96.67236192440194,0.0
96.78751874330322,0.0
96.82684274237123,0.0
96.99598681236033,0.0
97.1581252736762,0.0
97.3382501197623,0.0
97.34359981557189,0.0
97.44271578417947,0.0
97.62950181823523,0.0
97.95881755596484,0.0
97.9749039314861,0.0
98.36794180489895,0.0
98.4615548582427,0.0
98.92928534537015,0.0
99.18018116765595,0.0
99.2600035996003,0.0
99.80635785553011,0.0
100.2381986875494,0.0
100.43535136152883,0.0
101.16059479099061,0.0
101.37373928454848,0.0
101.38899725104291,0.0
101.46597204875843,0.0
101.67812200229844,0.0
101.91233457567145,0.0
102.04222755298278,0.0
102.12721452479332,0.0
102.4826952920571,0.0
102.71075684013651,0.0
102.8767412643203,0.0
102.90663182947567,0.0
103.06461383991282,0.0
103.50571579705823,0.0
103.71529466909654,0.0
104.0929420020652,0.0
104.11564163304817,0.0
104.20293294247762,0.0
104.23723221218563,0.0
104.28201931794312,0.0
104.99306796732311,0.0
105.4848165973664,0.0
105.51802433640938,0.0
105.53439951105447,0.0
105.95160223378183,0.0
106.67763222802958,0.0
106.92428410402319,0.0
107.00310344395555,0.0
107.04691246806168,0.0
107.24759824976971,0.0
107.34818729774945,0.0
107.50565627420303,0.0
107.62338110708639,0.0
107.88700052219315,0.0
108.04856699228073,0.0
108.11012939137417,0.0
108.18492606723586,0.0
