Point in Time[s],Waiting Time[s]
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
62.0374145311257,0.0
65.23577372256804,0.0
86.92944621183709,0.0
87.01337824516482,0.0
87.87532598277157,0.0
88.62855240984416,0.0
90.29163100891611,0.0
90.35326993056138,0.0
92.48988774729926,0.0
93.61391894034293,0.0
94.68871916336467,0.0
94.73754344639084,0.0
94.89157365384882,0.0
94.90675815517858,0.0
95.24139442336623,0.0
95.30150495654274,0.0
95.58930536539303,0.0
95.93109170879757,0.0
96.20124385484826,0.0
96.4583468850282,0.0
96.7730349220135,0.0
96.91733022483358,0.0
98.08521458512197,0.0
98.22281892626032,0.0
98.73829886952181,0.0
98.78085596421819,0.0
99.38149268905362,0.0
99.53493530864984,0.0
99.80121088649504,0.0
100.15952647967971,0.0
100.44768412324026,0.0
100.50873198444337,0.0
101.19805124579096,0.0
101.37555733562633,0.0
101.39035212482008,0.0
101.70872400784636,0.0
101.80257309523357,0.0
101.8299745917875,0.0
101.84847989058899,0.0
102.35236811897515,0.0
102.52676172702455,0.0
102.6954931149261,0.0
102.80064263901254,0.0
103.3993471311964,0.0
103.41605034381394,0.0
103.65519146600231,0.0
103.77131836184256,0.0
103.86977245823367,0.0
103.95872283373802,0.0
104.14058101407478,0.0
104.1629006776938,0.0
104.32747841247678,0.0
104.60308935232868,0.0
104.6720768662,0.0
104.67693019294207,0.0
104.76404675662904,0.0
104.82045822727257,0.0
105.00932825747223,0.0
105.2066517075932,0.0
105.5232119195118,0.0
106.9932358998139,0.0
107.60548991913554,0.0
107.93512969109469,0.0
108.58002404476684,0.0
109.05014979463651,0.0
110.32979270689134,0.0
111.4232080546821,0.0
112.2037387702773,0.0
112.61808132656554,0.0
113.13313439603553,0.0
113.20193232714341,0.0
113.32031844690918,0.0
113.99648376817186,0.0
115.62608648110847,0.0
115.87808777375999,0.0
116.51321180287773,0.0
116.59609623814092,0.0
116.6890393122872,0.0
116.92188135729027,0.0
117.40249179360447,0.0
117.85386782774664,0.0
118.01412580543257,0.0
118.01420632250262,0.0
118.43033518517309,0.0
118.5749711205852,0.0
118.85282663627817,0.0
119.19849847632727,0.0
119.32044326615643,0.0
119.79624822431038,0.0
119.99827385253212,0.0
120.05055185211761,0.0
120.25670908610832,0.0
120.33626439709032,0.0
121.31687763682572,0.0
121.71553480043112,0.0
121.8776426240488,0.0
122.45256725036442,0.0
122.49069556293792,0.0
122.9705040677229,0.0
124.0677393019917,0.0
124.81439729204743,0.0
124.9606084166828,0.0
125.02148774117553,0.0
125.28989765241214,0.0
125.67063614824805,0.0
125.6828646952559,0.0
125.77189832020876,0.0
125.8585176145806,0.0
126.1676506038475,0.0
126.38521935940526,0.0
126.40390180798154,0.0
126.56523324287458,0.0
126.66239875556296,0.0
128.04122513361338,0.0
128.28703824018885,0.0
128.29990982356122,0.0
128.33646255658357,0.0
