Point in Time[s],Waiting Time[s]
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
51.126888,0.0
63.076890464035955,0.0
64.18251327637758,0.0
64.3151999116017,0.0
65.011114132481,0.0
67.77900648393813,0.0
68.09706928630995,0.0
70.05382814731766,0.0
71.42490658999931,0.0
74.35324486419191,0.0
87.53449271916556,0.0
87.78159175066754,0.0
89.96484031890336,0.0
90.2156389497656,0.0
90.98705934935862,0.0
91.28495890425272,0.0
91.47332465546951,0.0
91.52105367093735,0.0
91.79866183860834,0.0
92.18046940034114,0.0
92.63432305192353,0.0
92.78839705895926,0.0
92.8693914857668,0.0
92.92003979873645,0.0
93.28200470094738,0.0
94.040767264727,0.0
94.1007307589719,0.0
94.12423224488323,0.0
94.32004057905493,0.0
94.669758849988,0.0
95.2710834411133,0.0
95.56690827108758,0.0
96.31653248602204,0.0
96.67059403904624,0.0
96.71582963916516,0.0
97.186107129495,0.0
97.83305977549445,0.0
97.9156076789442,0.0
98.38891841729148,0.0
98.3898101180623,0.0
98.46052286037579,0.0
98.52922039445545,0.0
98.66866695544434,0.0
98.84076547927245,0.0
99.11843218955578,0.0
99.14016225978983,0.0
99.28040191137475,0.0
99.5406251610191,0.0
99.5766215078793,0.0
99.7488360619607,0.0
99.82942715582197,0.0
99.86318518277395,0.0
99.93233899746613,0.0
99.93523961055799,0.0
100.67843477324253,0.0
100.96353412869279,0.0
101.24433797972195,0.0
101.46464486083917,0.0
101.64104581103287,0.0
101.86109948522824,0.0
101.95345619786353,0.0
102.23860837355541,0.0
102.44995392518584,0.0
102.60537095713346,0.0
102.82531044769114,0.0
102.93839201672323,0.0
103.49051723336841,0.0
103.52932300994455,0.0
103.60902182625922,0.0
104.2100570355669,0.0
104.27727595183923,0.0
104.37308829765489,0.0
104.78805438023689,0.0
104.88522557557901,0.0
104.98437771342115,0.0
105.02212934785145,0.0
105.18316042068354,0.0
105.19947356343887,0.0
105.57967459621773,0.0
105.70250411928241,0.0
106.03276351007445,0.0
106.06840367869901,0.0
106.7898059978439,0.0
106.83836307061166,0.0
106.99679156460039,0.0
107.07687254729656,0.0
107.668530396596,0.0
107.92634338409619,0.0
108.47798926625971,0.0
108.76957018676474,0.0
109.14891278801902,0.0
109.35358490092354,0.0
109.4709446619673,0.0
109.48427725970726,0.0
109.64048370621512,0.0
110.2651450391269,0.0
110.71963173185335,0.0
111.95003335209499,0.0
112.19869592362272,0.0
112.32843525442942,0.0
113.00047265632067,0.0
113.03861693965524,0.0
113.05081228330926,0.0
113.09068440219423,0.0
113.86299079568326,0.0
114.63131972258296,0.0
115.38333790188074,0.0
115.46593743922942,0.0
115.69634414193293,0.0
115.71170827147962,0.0
115.89053647712866,0.0
116.37021087565815,0.0
116.40402252925895,0.0
116.45749396667276,0.0
116.51751472851834,0.0
116.62338595341382,0.0
116.8126328809742,0.0
116.8746496310626,0.0
