Point in Time[s],Resource Demand[s]
0.055,0.04
2.2564939108309163,0.04
2.837630757237393,0.04
3.1137516103870526,0.04
8.314931900422613,0.04
8.915962091613565,0.04
9.398344499168397,0.04
9.827622708341936,0.04
12.527540560963384,0.04
12.714791773351793,0.04
13.671847950590013,0.04
16.141923572493464,0.04
17.958209029866005,0.04
22.29751043259315,0.04
24.6945555699759,0.04
24.71020123299313,0.04
26.749999188505946,0.04
31.19477995106461,0.04
31.914700107032942,0.04
33.348687295001646,0.04
33.89499437352356,0.04
35.44523512246838,0.04
35.47315491073601,0.04
35.4967898595121,0.04
41.18603823256103,0.04
50.0435002514613,0.04
54.272579472393005,0.04
55.93032337376508,0.04
56.05205240436196,0.04
57.99408685360239,0.04
58.32998162257467,0.04
59.46230582419003,0.04
61.848907983685095,0.04
65.09983780478062,0.04
65.19788771885914,0.04
65.70841797022898,0.04
70.88052075273812,0.04
73.55425957105983,0.04
76.69441510844912,0.04
77.2613725536466,0.04
78.0909983058717,0.04
79.65582830824212,0.04
80.31832906912611,0.04
84.9240687384838,0.04
89.32072274414641,0.04
91.34298330485326,0.04
92.38664154855283,0.04
96.57388979042717,0.04
96.72023257347793,0.04
97.71363503397242,0.04
98.81363503397243,0.04
99.15773956404485,0.04
100.0913285282871,0.04
100.18533238329987,0.04
101.73355295952993,0.04
102.40432323167003,0.04
102.50388723813714,0.04
102.79596263734983,0.04
103.14531733457396,0.04
106.29359704047559,0.04
107.27777347199797,0.04
108.60066139339364,0.04
112.46413272327385,0.04
113.17900013195663,0.04
117.34761837492046,0.04
120.21512121581827,0.04
123.36770824590486,0.04
123.86131059479929,0.04
128.89062840037138,0.04
129.48150602638827,0.04
132.26157331460317,0.04
134.46250703701105,0.04
139.30017092494236,0.04
139.61215957654514,0.04
139.62805451676795,0.04
140.14631975852555,0.04
141.96027722557358,0.04
142.4466263626134,0.04
145.3877218658339,0.04
145.55519462355952,0.04
149.0055133872751,0.04
149.24100060429092,0.04
149.71793770138927,0.04
153.6210976636937,0.04
157.84563640003324,0.04
158.94903653823775,0.04
159.46105041431272,0.04
160.46666572922993,0.04
161.85276002233144,0.04
163.4862319537725,0.04
163.60351457919612,0.04
166.30140666125416,0.04
166.5411183102105,0.04
167.65841797019456,0.04
172.6884404479589,0.04
173.6983250297902,0.04
175.13129252321454,0.04
178.37773254983153,0.04
180.0928107595863,0.04
181.4627325498315,0.04
185.92739104929026,0.04
187.65965668791682,0.04
188.31611609209958,0.04
188.9771558392179,0.04
191.78262674567523,0.04
197.78612243484525,0.04
197.99979921686167,0.04
200.78104459030786,0.04
202.56876191209062,0.04
202.7179874634678,0.04
204.3150817892162,0.04
206.3128378305511,0.04
207.13215461517584,0.04
208.7106981245727,0.04
209.03087753545591,0.04
211.23668029097936,0.04
215.8247961755443,0.04
216.86282546287813,0.04
218.0579063410502,0.04
219.14290634105015,0.04
219.2376845797229,0.04
219.52115639073614,0.04
222.45453262980357,0.04
223.58530631944436,0.04
224.3541366481256,0.04
227.4188188940674,0.04
228.75321704826482,0.04
229.75645683014648,0.04
230.01601147260814,0.04
231.19667100573707,0.04
233.6274102544085,0.04
233.73142467953343,0.04
234.02792035021037,0.04
238.78802473857607,0.04
239.61336425137782,0.04
241.58216415555123,0.04
242.40549728230795,0.04
248.968145370313,0.04
249.83422963594458,0.04
250.021371599633,0.04
250.59796080742422,0.04
252.18895261090827,0.04
252.78848556805477,0.04
253.0890530159113,0.04
255.11246024835486,0.04
255.5047877927428,0.04
255.83274928153463,0.04
256.8651059555323,0.04
257.8051245119174,0.04
