Point in Time[s],Number of Resource Containers[]
60.233070785980736,5
70.43066330358977,9
82.20041730946939,13
92.21791405417454,17
103.24130170308537,21
135.4388313953031,25
145.80410118395474,29
166.3894010683966,33
197.43764843341728,37
218.60520635701457,41
228.6702063570145,45
249.38020635701392,49
259.44520635701383,53
311.3176391244124,57
332.59657988319594,61
342.6010669044981,65
353.4391172800001,69
374.390873482493,73
