Point in Time[s],Resource Demand[s]
0.0,0.04
0.6054965940029426,0.04
3.144714969055869,0.04
7.595014939767738,0.04
9.33512410050259,0.04
14.515798055002774,0.04
14.618656838032717,0.04
19.59604643462449,0.04
20.625026043414696,0.04
24.146410160151618,0.04
24.480553479349805,0.04
25.291131006307463,0.04
28.47972331489678,0.04
29.29091169033683,0.04
29.939036153135014,0.04
31.527928714079774,0.04
32.38078313673744,0.04
38.9799540915663,0.04
41.29926256479862,0.04
44.073819087219405,0.04
45.02341607423523,0.04
49.273022289510294,0.04
50.524647483269014,0.04
51.83496090964414,0.04
53.22050261584632,0.04
58.088358643354816,0.04
58.99993129035106,0.04
61.659909167658604,0.04
66.46664851815457,0.04
72.70171571570552,0.04
75.66949347822415,0.04
76.24016615968267,0.04
77.25909880874087,0.04
79.36936624735637,0.04
82.78043948945809,0.04
83.58249911307009,0.04
84.45038152314763,0.04
89.91865718894202,0.04
91.25841158577094,0.04
91.49220203650772,0.04
91.78374139867522,0.04
92.22304283983536,0.04
92.2907191735152,0.04
94.19465182903592,0.04
96.98165151621902,0.04
97.05717591233245,0.04
97.38347766382445,0.04
97.8541514283609,0.04
98.71301902996608,0.04
99.31066111605519,0.04
101.15505288553489,0.04
102.5346708968642,0.04
103.91394287212684,0.04
111.559771083981,0.04
111.9633285685223,0.04
113.52936693557778,0.04
117.4038826934631,0.04
120.89190439306002,0.04
122.50404875373113,0.04
123.417355180232,0.04
125.61404134902702,0.04
127.67610207126131,0.04
129.79680302859015,0.04
136.477742557448,0.04
137.44316264158883,0.04
138.4198542671336,0.04
139.20111341238794,0.04
143.53020863349778,0.04
145.35742192510273,0.04
147.02761896438128,0.04
147.78572476592848,0.04
148.4068621622391,0.04
152.81999336596468,0.04
153.05607553349464,0.04
153.1846913627002,0.04
154.00209097791253,0.04
154.09342197827135,0.04
157.01156288601558,0.04
158.22353482215112,0.04
159.00466422495404,0.04
162.70198257152882,0.04
164.51299258377796,0.04
166.13952440278416,0.04
169.1831522473344,0.04
171.85828882688767,0.04
172.7346792566385,0.04
175.10618645322367,0.04
178.08138180524756,0.04
179.92181132573347,0.04
180.47871060760642,0.04
180.80447806999445,0.04
181.59483889224282,0.04
181.72734169518233,0.04
182.63841616888928,0.04
185.06507365624174,0.04
191.19331723860748,0.04
191.80808889170441,0.04
193.54782700646032,0.04
194.18725638014521,0.04
194.70220686334153,0.04
195.62436497747345,0.04
195.7937449593602,0.04
199.30710245940475,0.04
199.90404906178296,0.04
202.19833887279626,0.04
204.76135730558335,0.04
205.03865097758103,0.04
206.75358260033028,0.04
214.7359139295323,0.04
215.76150928256172,0.04
217.68048134102645,0.04
219.54067891014375,0.04
223.19409476511998,0.04
224.02119144078335,0.04
231.41514444884848,0.04
239.91725985628878,0.04
240.6612686592499,0.04
242.4994024275735,0.04
243.94163276602143,0.04
247.5020348199667,0.04
248.10656728630653,0.04
253.1650757886199,0.04
256.1810971642831,0.04
259.8064126892577,0.04
264.13575302289485,0.04
266.6667297630145,0.04
269.5919277011626,0.04
273.7351670099029,0.04
281.9032943864237,0.04
283.0762069431103,0.04
287.1137760416284,0.04
288.6986766654371,0.04
291.451800197861,0.04
292.13586818975153,0.04
292.9247201610069,0.04
294.71517876745804,0.04
295.55053602856884,0.04
305.29721743866327,0.04
308.4460675552697,0.04
310.9105588193073,0.04
311.2651791671426,0.04
313.2644458009256,0.04
315.89178340814533,0.04
319.69396118067243,0.04
319.991801094582,0.04
325.9363677774436,0.04
326.0631378821244,0.04
326.2417962517617,0.04
330.89454581606725,0.04
331.2634128677332,0.04
332.4929422793361,0.04
333.73720993675823,0.04
334.09334308286714,0.04
335.3403979597417,0.04
337.4345768876462,0.04
339.02976781165347,0.04
339.34935832727183,0.04
341.29436530318253,0.04
342.0354104636136,0.04
342.07680846662555,0.04
346.24807102279664,0.04
347.20111448471204,0.04
348.3127663739804,0.04
348.42466376540557,0.04
355.89082415182696,0.04
356.21937611470753,0.04
359.7035246102659,0.04
360.14821065108487,0.04
360.39348932659993,0.04
361.10145191796124,0.04
362.45956234354986,0.04
364.0132830877847,0.04
365.3697388819656,0.04
370.7295080068407,0.04
372.1551016707649,0.04
372.3511276098527,0.04
377.18128088196795,0.04
381.5594005079076,0.04
381.7198498551278,0.04
381.8199982087137,0.04
381.8986755696915,0.04
382.26667591838213,0.04
382.9304659588847,0.04
383.53374395118414,0.04
386.8106276508315,0.04
387.3221119947985,0.04
393.84318351132936,0.04
393.864901736898,0.04
397.17748846722077,0.04
397.49720591799206,0.04
398.5182645836684,0.04
399.2012682132175,0.04
405.5231977949585,0.04
405.63180057975444,0.04
405.7550959991364,0.04
406.78755799972294,0.04
410.71383693483,0.04
413.62234512094733,0.04
422.0686749990895,0.04
422.7870371311476,0.04
423.4754788931621,0.04
424.08905882495065,0.04
424.864863706129,0.04
425.21820631518153,0.04
432.6486634348072,0.04
435.2047194864117,0.04
436.19437744897374,0.04
438.8738610548736,0.04
440.802567196235,0.04
442.40115298533215,0.04
442.4725950973332,0.04
443.3506469349284,0.04
447.37168359367746,0.04
448.35846003427247,0.04
448.67129190510036,0.04
449.4327542486936,0.04
449.80025221814304,0.04
449.9992430363871,0.04
459.1704296332059,0.04
459.4878799513504,0.04
459.5912553200556,0.04
459.60515840022885,0.04
471.5511109489397,0.04
472.29382594441006,0.04
476.2751775732934,0.04
480.41569508203946,0.04
485.4654154951416,0.04
485.5856726898019,0.04
485.7818357227247,0.04
485.8596155432369,0.04
489.7035856494138,0.04
490.546278102138,0.04
490.65997076179434,0.04
490.8303400891323,0.04
491.9984152109586,0.04
494.79252314695765,0.04
495.7421424191635,0.04
496.035191014316,0.04
497.1079605229001,0.04
498.59617021789404,0.04
500.3363982391202,0.04
501.32093671897235,0.04
502.41659936557926,0.04
503.49733903379666,0.04
504.78084616950133,0.04
505.12844481729,0.04
506.68248061461804,0.04
511.7832944443406,0.04
514.2056285793097,0.04
517.6942121707823,0.04
518.3662661593305,0.04
519.3393869937865,0.04
521.0679120387069,0.04
522.8076386077282,0.04
523.9466815674238,0.04
524.4797686531846,0.04
526.6456678930938,0.04
532.0121673750953,0.04
534.5587556948408,0.04
534.9918908038402,0.04
537.03120248666,0.04
539.6821712083992,0.04
545.9339716733383,0.04
546.4160358043542,0.04
547.3417159314574,0.04
547.9445679485755,0.04
548.2216114537321,0.04
550.4441882967869,0.04
550.8895487556433,0.04
551.7452261839982,0.04
552.1701161858077,0.04
555.3067823807776,0.04
555.4941572678096,0.04
556.8148829591604,0.04
560.0518740297091,0.04
563.3204714758502,0.04
563.8045375460915,0.04
564.3582727504975,0.04
565.8419176191571,0.04
567.0853272394022,0.04
568.5663225425029,0.04
569.0153333786878,0.04
572.0033622947616,0.04
573.2241924882621,0.04
574.5008735466289,0.04
576.5588587138907,0.04
578.1020999901203,0.04
583.1410064899062,0.04
584.2062099099303,0.04
584.5856303417995,0.04
587.8993481794271,0.04
589.4669812775817,0.04
