Point in Time[s],Number of Resource Containers[]
60.068417742683856,2
81.64552525116017,3
101.99416966543049,4
122.55432188030107,5
142.7402141643291,6
164.1286936395196,7
184.65379372210933,8
205.84200580089606,9
226.06003480128328,10
246.864028250895,11
267.12278889532445,12
287.5369289231381,13
309.36044103573556,14
330.20801267603525,15
350.87080577464957,16
372.0365094100959,17
393.28099085373543,18
