Point in Time[s],Response Time[s]
3.7709803253603402,3.7709803253603402
6.863812776780114,6.494793102140454
8.460796797311014,4.061550792178289
9.643704672795375,3.9521487445443695
13.150000000000002,8.528453408451274
13.165000000000003,8.536053399562807
21.462168236757638,5.005143451019286
22.227631706513254,5.528597178721618
22.792764840877897,3.7169748901764983
27.37371280076276,5.4438180686325595
27.893480510686246,8.72147486025155
32.828191552702826,8.704194361898523
35.57503348322588,6.748050652943608
36.91674428709874,6.66075534617033
37.055385411262165,9.137090716385703
41.04331839568775,5.433694298915313
43.54649623471176,3.8759772868302846
46.243388197779694,4.548001662582806
47.438704571057926,8.241814656176942
51.163652364029126,12.37864512000354
51.66719226080811,4.947047945236925
54.159684036094816,5.51782819995443
56.640217323618856,5.4273859135741205
58.4777030240118,14.880863669177756
58.63680721407037,14.890665862741841
63.242892674336325,1.1400000000000006
63.78781714626486,11.178087740851367
65.01263444513796,6.46082723106759
66.0061153125518,6.791987520205531
67.29504507390399,16.814046428156743
68.24680619997599,11.307940132618889
68.8186234318037,4.982604130565875
69.36774696318196,3.4116773487314447
69.60869145240503,9.981298923261058
70.59702478573836,11.034400386567086
71.10611531255181,4.401631650630165
73.8678756296426,2.140000000000015
75.94920788296822,1.1400000000000148
78.89342676076151,2.140000000000015
79.3709962318143,4.140000000000015
81.19800562046426,1.1961968498632842
81.23619229028682,3.140000000000015
82.42080310857301,2.8759324960362704
83.17183315461872,5.251447519059127
83.6801271326461,1.1400000000000148
84.06038563555961,4.049773714821924
86.77097493175216,1.1991721694526944
87.78597493175216,2.208344338905391
92.03208044650871,2.5599714326518495
93.66637376544769,1.1400000000000148
93.69637376544769,3.1421027280880196
94.6173510595112,1.1400000000000148
94.97757624165375,3.1581680682850077
95.23759826371278,5.653646307111387
95.61210901385688,5.27913555696729
100.75868806483835,3.140000000000015
103.59295126226192,4.140000000000015
105.02663779183692,5.779281897601734
105.3873558942352,1.7742694918930226
108.08163779183693,3.140000000000015
111.77805006359594,5.25454627299645
112.00265433521768,1.1400000000000148
112.16334742921184,2.140000000000015
113.07265433521769,2.1456627458710216
113.74660238486719,2.1629292499182213
114.50517640791256,7.263377990197455
114.56112648141641,2.140000000000015
