Point in Time[s],State of Passive Resource[]
50.1272,0
50.1272,1
50.1272,2
50.1272,3
50.1272,4
50.1272,5
50.1272,6
50.1272,7
50.1272,8
50.1272,9
50.1272,10
50.1272,11
50.1272,12
50.1272,13
50.1272,14
50.1272,15
50.1272,16
50.1272,17
50.1272,18
50.1272,19
50.1272,20
50.1272,21
50.1272,22
50.1272,23
50.1272,24
50.1272,25
50.1272,26
50.1272,27
50.1272,28
50.1272,29
50.1272,30
50.1272,31
50.1272,32
50.1272,33
50.1272,34
50.1272,35
50.1272,36
50.1272,37
50.1272,38
50.1272,39
50.1272,40
50.1272,41
50.1272,42
50.1272,43
50.1272,44
50.1272,45
50.1272,46
50.1272,47
50.1272,48
50.1272,49
61.650140793629696,50
62.37639123504364,51
64.91407847999162,52
66.01570827033156,53
66.37593371298776,54
66.94071567637968,55
69.31494615188522,56
69.61593027260885,57
70.14157626913621,58
73.7840220718651,59
73.82133186718698,60
74.31460800919615,61
75.03755058375873,62
77.86966002588244,63
77.88474280788596,62
81.2036190313449,63
83.5002765674536,64
83.89364201397187,65
86.06435201415226,66
86.93703057370399,67
88.38200371447643,68
89.91924273549192,69
90.16192543756783,70
90.49388559663352,71
90.60727350169441,72
90.68235500388752,73
90.85883340019996,74
91.0196540101668,75
91.69206257114332,76
92.54109040178069,77
93.03609615008152,78
93.19093353969144,79
93.31799085442942,80
93.387130420565,81
94.09415092018382,82
94.10471360916672,83
94.19582399944522,84
94.235500042855,85
94.31479454228194,86
94.53066072982146,87
95.2805081792594,88
95.4541330744188,89
95.50809273315251,90
95.53090323646056,91
95.66590970743651,92
95.6988666565574,93
95.89125308353566,94
95.90223983056896,95
96.07268781428692,96
96.21867862390857,97
96.48427339414225,98
97.49252387181282,99
97.4954336160558,100
97.55359211058087,101
97.5834398539645,102
97.70312566752996,103
97.80555770143654,104
97.83838532460489,105
98.02473091783276,106
98.09423510906143,107
98.13544357011685,108
98.4150069964432,109
98.42485653765664,110
98.47665087545045,111
98.68440946822821,112
98.74268305078397,113
98.74491267180412,114
98.83087088886336,115
98.96850136048212,116
98.98857222275335,117
99.03253692396865,118
99.55842844836408,119
99.74353682197264,120
99.77549679573553,121
99.81749565355504,122
99.84021320520912,123
99.84955519026524,124
100.03325970287788,125
100.36330263363006,126
100.47708406975866,127
100.54324747842277,128
101.01086598661665,129
101.10984630613827,130
101.12889806717261,131
101.86218526216032,132
102.03905470738168,133
102.28909937094025,134
102.48974868487547,135
102.55996112662302,136
102.5808616678955,137
103.67146343483795,138
103.70966130258138,139
103.80813602865251,140
103.87032373173935,141
103.95637045429552,142
104.16488289036336,141
104.19488289036336,140
104.23449580126062,141
104.43244390232893,142
104.79071470701042,143
104.82775189452455,144
104.94709967490296,145
105.15452877768604,146
106.30165055516514,147
107.18558721043988,148
107.44827317795053,149
107.6435130225767,150
107.7232070209512,151
108.10036067671857,152
108.6682897580643,153
108.68050091330929,154
108.7873558694279,155
108.84563010519005,156
108.87117142866222,157
108.94226847239051,158
109.2270839851894,159
109.334855688656,160
109.45171530341979,161
109.51943343395452,162
109.5218439567154,163
109.57384369002081,164
109.88175553205835,165
110.04394591543905,166
111.3556682944304,167
111.52127785592987,168
111.80311183538028,169
112.16409812741998,170
112.18916493784157,171
112.34135240794944,172
112.42972087669442,173
112.48566978654786,174
113.11688476016056,175
113.29038336412567,176
113.39866306177439,177
113.52791557229922,178
113.61467059164961,179
113.66499410388784,180
113.69855630360878,181
113.79009137612373,182
113.97425391546965,183
114.17366976647995,184
114.4428637050386,185
114.52454582748581,186
114.60321468084504,187
114.92336429696886,188
116.0845908528484,189
116.13011569273496,190
116.36811631190889,191
116.52675291105385,192
116.55753687990646,193
117.60462694556547,194
118.31853231548929,195
118.45448042411203,196
118.53982697723852,197
118.8022458506294,198
118.85093405335276,199
118.98701754323268,200
119.0746188700142,201
119.09826423878812,202
119.36917551524601,203
119.45330996573489,204
119.63467244854996,205
119.76974984925695,206
121.252755176503,207
121.29624749494803,208
121.57456060062043,209
121.93879633616683,208
121.96879633616683,207
121.99879633616683,206
122.02879633616683,205
122.05879633616684,204
122.20623091813727,205
122.24767117070931,206
122.44307355491732,207
123.08411555203394,208
123.16491159645565,209
123.43414763159657,210
123.5378291529175,211
123.64182063650738,212
123.83916105488552,213
123.89165413356719,214
124.66929482613602,215
124.77237312110762,216
124.78098146362674,217
124.90591779701185,218
124.97937954452748,219
125.4041636496979,220
125.50544191469014,221
125.55592513212399,222
125.74843753129257,223
125.82742193357525,224
126.24921894519814,225
126.4897242074455,226
126.49362255187513,227
126.99213375143627,228
127.44574726417773,229
127.55462139899743,230
127.58760438814791,231
127.70890382544752,232
128.29908695425414,233
128.41351181578926,234
128.47800699635118,235
128.5815435893692,236
128.58623466655038,237
128.62636602815127,238
128.7620444458881,239
128.93872012640466,240
128.9579211045334,241
129.07271224143503,242
129.3411142105226,243
129.94003469349772,244
130.14611087413058,245
130.32211190167413,246
130.43066657097415,247
130.4582247830939,248
130.86481391924406,249
130.95430739261099,250
130.99536538372638,251
131.18952279463548,252
131.3147415246064,253
132.48035947045923,254
132.55939543229067,255
132.73950576689137,256
132.75131245702784,257
132.80367401806296,258
132.85673718786822,259
132.87603564775443,260
132.94957107273825,261
133.48339924586188,262
133.51590358534256,263
133.55691106837494,264
133.8200497992056,265
133.89772320306585,266
133.91058361420232,267
134.260901157496,268
134.34506474106976,269
134.38007545172977,270
134.57901700493946,271
134.60644155197286,272
134.86509311014825,273
134.96568266199714,274
134.96765091440034,275
135.33371671696483,276
135.8881980098261,277
136.03418572097704,278
136.06423732458194,279
136.0800758314491,280
136.40999178379596,281
136.44225128192605,282
136.5112389265628,283
136.559213408205,284
136.57479330985728,285
136.94678100845903,286
137.16782785685592,287
137.17661639165902,288
137.27933305239063,289
137.30912295291637,290
137.34518657846854,291
137.47282670233022,292
137.523544581727,293
137.65946300110622,294
137.96250406101476,295
138.11488636737135,296
138.24895086769868,295
138.27895086769865,294
138.2895504510179,295
138.47959357312553,296
138.95315231377367,297
139.91417793226168,298
140.27170233933998,299
140.2813126844078,300
140.65377803107128,301
140.6847519974972,302
140.9062894565697,303
140.9484272994992,304
141.00064748896813,305
141.2660930581748,306
141.35187700388087,307
141.41612269950656,308
141.72055681419573,309
141.9749384791923,310
142.3339930390773,311
142.37110327301534,312
142.41942149926558,313
142.7481956401651,314
142.8016281032278,315
142.85876626657227,316
143.08015680769404,317
143.09056719895352,318
143.102340460697,319
143.52843600454918,320
144.1965156617147,321
144.38127971485488,322
144.5483428724062,323
144.7828681466491,324
144.9122610235533,325
145.1307601190936,326
145.23585774299747,327
145.45733926328973,328
145.7246386786419,329
145.74531839243014,330
146.0542470857162,331
146.1761404026533,332
146.3309443462781,333
146.3452658608303,334
146.48654750673575,335
146.59303254350453,336
147.48347587508675,337
147.65201996932177,338
147.95643072043552,339
148.2672576569469,340
148.2855541413129,341
148.4392024118076,342
148.5041821290311,343
149.03268679036415,344
149.33568670289725,345
149.49377490117783,346
149.51888231536046,347
149.75400303563734,348
149.8709394122357,349
150.08802001323323,350
150.44892957508765,351
150.47393451373927,352
150.71473340806835,353
151.32931999076774,354
151.35467710698046,355
151.4969534892334,356
152.05296902151315,357
152.12258684734564,358
152.31130620601002,359
152.38254451551217,360
152.4115841849219,361
152.66554524378031,362
152.8296289101927,363
152.8627186100043,362
152.9378418121021,363
153.0749783291547,364
153.11046720776534,365
153.39796077983766,366
153.66336505393878,367
153.6768960751096,368
153.759366183921,369
154.01848648813873,370
154.0390446967481,371
154.05258686093413,372
154.2978075452259,373
154.2990969395163,374
154.46548959259619,375
154.72530755069684,376
154.94471447726903,377
154.9449290170615,378
154.99590742846783,379
155.38142527725415,380
155.57906757529577,381
156.21308227684364,382
156.28969459509065,383
156.3899706994344,384
156.4494245453612,385
156.45683039391082,386
156.54817823399821,387
156.98647522602516,388
157.0459212702902,389
157.04876958099337,390
157.48665882584058,391
157.57555357903456,392
157.98474318819922,393
157.99020417217946,394
158.25562275060875,395
158.36260899876035,396
158.36371510102467,397
158.42503183675404,398
158.49409405931993,399
158.59596865890637,400
159.09895336623498,401
159.5120181861445,402
159.54644662575166,403
159.77489752949293,404
159.77656525852072,405
159.8364953008892,406
159.89567874791385,407
159.92700429654175,408
160.03623585079234,409
160.13895944077956,410
160.1699694653464,411
160.23436856504344,412
160.52180242026907,413
160.53191698228758,414
160.5649626856595,415
160.58242032599915,416
160.67231095501,417
160.84332984844215,418
160.9206036758901,419
161.15701387153416,420
161.17696689845738,421
161.23271361395092,422
161.25391499966628,423
161.29624812586013,424
161.39467717538096,423
161.42467717538094,422
161.5126403950799,423
161.5981147333541,424
161.6451033594264,425
161.77588578864106,426
161.94896856828336,427
162.0685930866802,428
162.09872970806032,429
162.11140840301323,430
162.22039731309943,431
162.45134009382855,432
162.52552873691647,433
162.86313162341182,434
163.01923678690386,435
163.49384852053134,436
163.6590997549589,437
163.80066896802964,438
164.09498044503468,439
164.17624454849948,440
164.49046426779154,441
164.56298621524084,442
164.92059028960756,443
165.01493758806131,444
165.03765858195712,445
165.12563292663543,446
165.22325150937522,447
165.31094803444537,448
165.4490490222936,449
165.5766548648453,450
165.6183265371463,451
165.7859912975171,452
166.11548300708554,453
166.1181586296454,454
166.409026322307,455
166.43998787768354,456
166.49649040702815,455
166.57789003747007,456
166.688116136076,457
166.7260759667587,458
167.28013595815725,459
167.41684258684,460
167.74180522013788,461
167.76356832079463,462
167.83904019994566,463
167.90470784934783,464
168.5962684234184,465
168.76946501181376,466
168.7878262754425,467
168.80747380312496,468
168.80802723770375,469
168.81482394098649,470
168.82391482691128,471
168.90900414125173,472
169.05330121520745,473
169.17249999999999,472
169.21730241073575,473
169.4528901766413,474
169.4742390461115,475
169.4828456796061,476
169.620783935706,477
169.9054308299512,478
169.9589731612542,479
169.97085816379504,480
170.064737620887,481
170.20499999999996,480
170.60928017929305,481
170.96190393331096,482
171.00108424469713,483
171.29057252499035,484
171.3042064944801,485
171.37565226608356,486
171.42003788369234,487
171.45365143134543,488
171.6008011106889,489
171.7354387274415,490
171.85930964965434,491
172.03909161921368,492
172.05127441437915,493
172.36444540850206,494
172.67044611619303,495
172.91714455996333,496
173.194574682595,495
173.28300937679947,496
173.3249548609651,497
173.53529822456602,498
173.64852486909277,499
173.82967747740528,500
173.95526386027882,501
174.02867660581532,502
174.4481509725074,503
174.61566359574473,504
174.81587945057188,505
174.82240372335121,506
174.8562110018114,507
174.90012918170945,508
174.91871510477122,509
175.15204337809953,510
175.46943029928875,511
175.62631187420942,512
175.71549491681319,513
176.0369769557778,514
176.0879255852548,515
176.0886361050889,516
176.16033917962312,517
176.34948735982542,518
176.78813993933363,519
177.22634762906603,520
177.31365634526603,521
177.42222947367276,522
177.7057492974864,523
177.8418122681939,522
177.908009751523,523
178.05249962134246,524
178.2599086611739,525
178.3817797126921,526
178.38212385451635,527
178.50356845153365,528
178.641342736418,529
178.66506314278098,530
179.02620898228065,531
179.05745539835382,532
179.19923790413864,533
179.20111432858744,534
179.23888708145162,535
179.50261194573898,536
179.55065401038158,537
179.56387149547334,538
179.62982566452706,539
179.65882915260806,540
179.75345624780877,541
180.04723433668744,542
180.153011989637,543
180.21757267794027,544
180.23749999999993,543
180.30435807127736,544
180.33550724730904,545
180.3634687196431,546
180.62218590117428,547
180.72491129698975,548
180.8214636465845,549
180.87314630921915,550
180.90620590109006,551
181.04637442977935,552
181.16499880481302,553
181.1707138519476,554
181.2699999999999,553
181.29999999999987,552
181.5937057775038,553
181.7368163795298,554
182.13701947746844,555
182.29660081682187,556
182.34994558056417,555
182.37994558056414,554
182.75014226283983,555
183.03360421707234,556
183.34384696016647,557
183.51941543228887,558
183.8307353781061,559
183.96315817051084,560
184.01099538772874,561
184.11356066369004,562
184.2466307933403,563
184.48332938211817,564
184.48845090270822,565
184.82337685851505,566
184.85546476460524,567
185.06321360020786,566
185.09321360020783,565
185.1008451041755,566
185.1274633081432,567
185.1282136002078,566
185.15821360020777,565
185.18821360020775,564
185.21821360020772,563
185.72568366365115,564
186.23881127402626,565
186.57817000778525,566
186.6365101087746,567
186.6632424538276,568
186.68226955852387,569
186.9211440462195,570
187.4729766700275,571
187.49043801396832,572
187.71843316653525,573
188.27675056003457,574
188.29125889740598,573
188.34124110259373,574
188.55550573613743,575
188.81155077675277,576
189.10003467124258,577
189.33249999999984,576
189.38745384952537,577
189.72357560963277,578
189.769616886119,579
189.78722386541543,580
189.82723148134107,581
189.89980005390015,582
190.21838493267649,583
190.32740712631409,584
190.3649999999998,583
190.47399888545675,584
191.00634634889275,585
191.20177235449484,586
191.30875058787856,587
191.39749999999978,586
191.42749999999975,585
191.45749999999973,584
191.4874999999997,583
191.51749999999967,582
191.66968371306325,583
191.69426486172225,584
192.00105613081317,585
192.6389246473796,586
192.65648529861537,587
192.6644031521825,588
192.68379731200352,589
192.9652284237807,588
192.99522842378067,587
193.01607942359948,588
193.03143068261176,589
193.29660236082424,590
193.41713027447258,591
193.4275813738036,592
193.56890601014157,593
193.66736414582635,594
194.0649615100088,595
194.06977157621864,596
194.2285832553713,597
194.28446710076057,598
194.7072057677963,599
194.7959871622841,598
194.80070831461498,599
194.8283477384495,598
194.85834773844948,597
194.88834773844945,596
