Point in Time[s],Resource Demand[s]
0.0,0.04
1.645650861390112,0.04
1.893460002873033,0.04
1.96216221886202,0.04
2.9504825632389315,0.04
3.0630328475265496,0.04
4.28468831698342,0.04
4.564953050125368,0.04
6.605616737243862,0.04
7.4092171840767636,0.04
8.241638226972354,0.04
8.348002898719246,0.04
9.120300976870077,0.04
11.447392576115476,0.04
13.65665483062755,0.04
14.252537890015086,0.04
14.570371084585684,0.04
25.636808268427007,0.04
26.590598783890997,0.04
31.47499132113878,0.04
31.544831671539345,0.04
32.17071212310454,0.04
36.43697738914668,0.04
42.55978085550863,0.04
44.49081550963571,0.04
44.98572550321885,0.04
49.370135698483566,0.04
49.5128907578819,0.04
50.457388830931926,0.04
51.28432540548766,0.04
52.630239679161356,0.04
52.98051670342278,0.04
53.59907343862681,0.04
55.33144015587396,0.04
61.83775785514641,0.04
63.24174583950286,0.04
65.02415297384039,0.04
67.35801157306533,0.04
67.54067807624882,0.04
69.34216876930567,0.04
69.9927661442059,0.04
83.74928057531461,0.04
83.91840617707896,0.04
85.17015803761865,0.04
85.37693298302177,0.04
88.25534154298343,0.04
88.41551663228977,0.04
89.5777511337956,0.04
91.25466590914223,0.04
93.94892535855217,0.04
94.82186450430756,0.04
96.19690517929457,0.04
96.24075117414867,0.04
97.1079554096842,0.04
99.18411882783354,0.04
99.48408705719547,0.04
102.60667822493193,0.04
104.46175539458253,0.04
106.27794648136404,0.04
107.03188870868746,0.04
112.07560856909684,0.04
117.816700659905,0.04
121.0870257313702,0.04
123.0104717186912,0.04
123.25762985221499,0.04
123.55463054984789,0.04
126.3659368254099,0.04
128.9286228429786,0.04
129.44291777043543,0.04
129.87415365206158,0.04
130.43479041085365,0.04
130.85654606515502,0.04
134.35940977218993,0.04
134.69807766509055,0.04
134.76936263291378,0.04
138.86955438407406,0.04
140.51365377535072,0.04
141.7693348964044,0.04
142.4011362321368,0.04
150.14343683893998,0.04
151.5765462272148,0.04
153.80666991260935,0.04
155.5499127091389,0.04
158.28148258702257,0.04
158.28525585023232,0.04
159.53974045132472,0.04
162.074792927749,0.04
163.4610834010108,0.04
166.890303935796,0.04
167.97015069507685,0.04
168.62698767996378,0.04
172.97305927108087,0.04
172.9880083157143,0.04
173.71655420301056,0.04
178.55189063461947,0.04
182.19823462099947,0.04
182.27889500084407,0.04
182.84474302433134,0.04
184.41558197238385,0.04
184.80930142078878,0.04
186.5818609116625,0.04
191.134020662677,0.04
194.2550763231984,0.04
195.94186403217054,0.04
199.67561750579236,0.04
199.7522519628625,0.04
199.7692090433149,0.04
201.38137922605281,0.04
201.43255910102187,0.04
203.87508964619443,0.04
205.6064770476833,0.04
206.04454639564995,0.04
206.31101974251186,0.04
206.98156059305742,0.04
207.06077967000243,0.04
207.98070360398248,0.04
209.7459989426437,0.04
210.53652253059542,0.04
210.78106261967991,0.04
214.56048833133377,0.04
215.74604442724151,0.04
222.45859801378253,0.04
224.10189747922323,0.04
228.1943368008276,0.04
228.41183887868775,0.04
228.97843382895812,0.04
230.7426964720429,0.04
231.64698932970163,0.04
232.56346624033077,0.04
232.71892261419467,0.04
239.32570976011755,0.04
242.67452181181247,0.04
245.7644563268762,0.04
249.55119035437332,0.04
249.73428502151398,0.04
250.91794667989416,0.04
253.0182085569691,0.04
253.09450034274334,0.04
253.86770033832704,0.04
254.70312499965502,0.04
256.7241526953207,0.04
257.69080088674093,0.04
260.67493413075397,0.04
264.4149712747833,0.04
265.9632543114563,0.04
267.1411797002923,0.04
268.05854460689335,0.04
268.4061421436061,0.04
268.9550447957666,0.04
269.2354208202273,0.04
269.42418407473326,0.04
272.9975832558022,0.04
276.39683151103327,0.04
277.3631590255475,0.04
279.8385705412518,0.04
288.4653643999356,0.04
293.9532264575563,0.04
299.0016904145645,0.04
299.52842744045563,0.04
300.41394230927676,0.04
300.6356852557141,0.04
302.65602117768884,0.04
303.0435889932428,0.04
303.2667297883927,0.04
307.40123209756104,0.04
308.99806149110873,0.04
309.9092711785108,0.04
321.0337083779849,0.04
321.62503595014033,0.04
322.2670065936826,0.04
323.15125180292864,0.04
326.60486292403004,0.04
327.49173515336895,0.04
327.790732247603,0.04
327.889053793103,0.04
330.0625356930834,0.04
332.32597050598037,0.04
333.1125578589919,0.04
338.51535340059615,0.04
340.8676088878344,0.04
351.32798476928707,0.04
354.55975742130937,0.04
356.6293948781106,0.04
357.04661977019225,0.04
357.6847955088312,0.04
357.9442931273686,0.04
358.39944362870364,0.04
363.7269569869736,0.04
363.9099670625312,0.04
367.5759647486313,0.04
369.54554790819077,0.04
375.04486558402783,0.04
376.56574083219493,0.04
377.0948087295956,0.04
377.3495335938799,0.04
377.61250247812114,0.04
378.2286520259237,0.04
378.47354747928586,0.04
382.07208492727676,0.04
386.07972029855625,0.04
388.8753662963766,0.04
396.1682640367511,0.04
397.7142210861145,0.04
399.9284544287701,0.04
404.8937042405742,0.04
405.3710394585186,0.04
406.0412197824978,0.04
408.54108792068115,0.04
409.3051647986268,0.04
409.74712490621283,0.04
410.385937024975,0.04
416.5200021224314,0.04
416.6708782504222,0.04
417.59607211744014,0.04
417.76761924002665,0.04
418.3148200960867,0.04
419.4715030365828,0.04
419.6773041311089,0.04
428.1703536058763,0.04
430.18503285831906,0.04
430.6935186338426,0.04
432.56488514310286,0.04
434.32001048601,0.04
435.63828838635413,0.04
436.5289684822478,0.04
438.75224514133095,0.04
442.7759972018493,0.04
448.22741406053547,0.04
448.73409388515876,0.04
448.96368433057745,0.04
451.17225854605095,0.04
453.1469459262934,0.04
453.8290753491704,0.04
454.4000688035314,0.04
460.78236466585594,0.04
461.41641662122413,0.04
463.3995520730615,0.04
468.32414056889235,0.04
