Point in Time[s],State of Active Resource[]
489.03785648003594,1
492.03785648003594,0
504.8771163191936,1
507.8771163191936,0
510.2225763575634,1
512.2225763575634,0
585.800410216466,1
586.800410216466,0
595.3875042935196,1
598.3875042935196,0
