Point in Time[s],Resource Demand[s]
0.0,0.04
1.77496011258588,0.04
5.982766669491246,0.04
9.417079613346575,0.04
16.605040101031292,0.04
17.267495122984936,0.04
17.790182165072515,0.04
21.672725255637424,0.04
22.32369617189935,0.04
25.29452362073652,0.04
29.08709499843552,0.04
29.813844958198704,0.04
30.89861868413872,0.04
30.986246454683165,0.04
31.28535458114175,0.04
32.81446342673119,0.04
33.351958901673804,0.04
38.21397779610262,0.04
45.55212256814895,0.04
48.00781351690988,0.04
52.65986394747887,0.04
56.01805977214313,0.04
57.61410156100548,0.04
58.34735871183198,0.04
58.99803811155864,0.04
59.57647601414193,0.04
62.47563916781857,0.04
62.62446101753847,0.04
66.838507809606,0.04
69.82334776258388,0.04
70.34309679677489,0.04
73.07508609607099,0.04
74.3148631449155,0.04
77.46822848432073,0.04
79.33319084785474,0.04
79.83632069499797,0.04
81.14657369300696,0.04
81.4180935095954,0.04
82.5576966787619,0.04
84.21580302647699,0.04
86.38767409087147,0.04
87.13889982178783,0.04
88.51579026104156,0.04
88.67215691747548,0.04
96.05495493182384,0.04
96.85762508243477,0.04
98.21244633522984,0.04
99.19598915050466,0.04
102.4107743596246,0.04
102.76383417506742,0.04
103.53477871764808,0.04
104.72519796789778,0.04
106.07198769757956,0.04
106.14845029969007,0.04
106.51232618705247,0.04
106.86341402511731,0.04
107.0877443684151,0.04
107.8605730131104,0.04
109.54035254179875,0.04
109.58000984402358,0.04
116.19512290329342,0.04
117.54306096582569,0.04
117.56733550396774,0.04
118.47779216545237,0.04
123.48150260996964,0.04
124.445118122189,0.04
126.7112451970855,0.04
127.05841176239618,0.04
135.65736334468173,0.04
135.93254151851326,0.04
138.03378205029392,0.04
143.51395786285408,0.04
144.34406477825237,0.04
148.69422332168324,0.04
153.14361511083507,0.04
153.6040681050526,0.04
155.91543874334067,0.04
160.62616928529437,0.04
160.93326339479623,0.04
165.30871082791623,0.04
165.79438628847572,0.04
170.70335689789673,0.04
171.44718174224874,0.04
172.589835116618,0.04
174.86283740237997,0.04
175.67953403182304,0.04
176.41461298035617,0.04
176.547607574786,0.04
176.87604572857563,0.04
177.18220398601497,0.04
177.87913983137068,0.04
179.58625845926525,0.04
190.80846887601945,0.04
193.01164743623326,0.04
193.013402162266,0.04
202.75207186218367,0.04
202.95520079041853,0.04
205.1377631784719,0.04
205.16991229412224,0.04
206.1793443457732,0.04
213.15195947229554,0.04
214.0110831862872,0.04
214.06750119354606,0.04
215.33237859558517,0.04
215.6801295838498,0.04
217.775313332454,0.04
220.05216969155444,0.04
220.69752113826675,0.04
220.91934204779605,0.04
221.3570197362535,0.04
221.7475860819582,0.04
223.05042063853386,0.04
225.19104104869817,0.04
226.31320658222512,0.04
229.82253870391273,0.04
232.59431370365925,0.04
239.65524010165421,0.04
239.68178748691375,0.04
246.4510998634112,0.04
249.1064071049454,0.04
253.808756498601,0.04
255.37226954347818,0.04
257.02221763102426,0.04
270.35370525141377,0.04
270.36124641671773,0.04
272.32644259002944,0.04
277.2014845572759,0.04
277.50012827022977,0.04
278.12186998358277,0.04
279.2834706221098,0.04
285.19152309780975,0.04
286.5113511341651,0.04
286.8094455953113,0.04
287.46011228687894,0.04
287.87632647811176,0.04
288.9224194512102,0.04
292.08115758245293,0.04
292.0910931896664,0.04
294.4781705251261,0.04
295.3076152491419,0.04
296.03565674561645,0.04
297.1665195066256,0.04
302.7692777066439,0.04
304.6221332460171,0.04
305.884085619339,0.04
308.76228407362265,0.04
308.84968283040644,0.04
311.13283515324275,0.04
311.44459016952226,0.04
311.58757047405817,0.04
314.24225431096056,0.04
315.85384740008016,0.04
318.9268105041522,0.04
319.61829529707035,0.04
323.5237097034291,0.04
323.6043212310469,0.04
323.7878313997582,0.04
326.36641531722626,0.04
327.60555172883846,0.04
328.1090472787507,0.04
328.44821150095316,0.04
329.3115853635984,0.04
332.05090999066584,0.04
334.95903960581336,0.04
337.359991533648,0.04
341.05726448072767,0.04
344.79155171574087,0.04
345.6119383137641,0.04
346.33013404092316,0.04
352.9458711740307,0.04
354.6217341245979,0.04
354.7082193290044,0.04
358.4376705379374,0.04
359.1216276065234,0.04
359.2969642168221,0.04
360.0678116300139,0.04
360.6019094424755,0.04
363.7772348686648,0.04
366.77028257084635,0.04
376.12740649858966,0.04
380.74446366198003,0.04
381.4311092001358,0.04
382.22670263515084,0.04
383.15483385711894,0.04
388.52168079154967,0.04
391.26649150658636,0.04
392.33043474845886,0.04
393.40122448859034,0.04
393.8724401006411,0.04
396.663557470317,0.04
398.35903860019516,0.04
401.92518907713094,0.04
402.637285361591,0.04
405.4427717493329,0.04
408.1808544722608,0.04
408.3866765088617,0.04
408.7371921033221,0.04
409.1872937370116,0.04
410.6790575483255,0.04
411.171590378434,0.04
417.59994736932634,0.04
420.2608301632132,0.04
428.94809273389143,0.04
430.14095575449056,0.04
430.23584917484516,0.04
432.7491057014859,0.04
435.05866743002866,0.04
437.1514719260229,0.04
437.5374880522825,0.04
439.26221714799146,0.04
442.2127487370205,0.04
444.5124500333393,0.04
448.4810209479877,0.04
450.10831684822125,0.04
450.13329443543034,0.04
454.4471021429625,0.04
457.39874379812926,0.04
458.9008368229893,0.04
459.9528232880266,0.04
460.0246331120741,0.04
461.0524609131474,0.04
461.57806849928306,0.04
464.45594004769634,0.04
470.6404665578342,0.04
471.59833078521046,0.04
473.8166039361963,0.04
473.954502194924,0.04
474.52917390478734,0.04
476.3730761412734,0.04
477.66159399405655,0.04
479.16357055567045,0.04
479.5425878769416,0.04
480.0725340100882,0.04
482.2126121500891,0.04
484.09510102933336,0.04
484.34577032719636,0.04
488.9278564800359,0.04
492.77805635769573,0.04
493.89890555074277,0.04
495.1280151420948,0.04
495.8404338385966,0.04
503.547841498361,0.04
503.6952576382461,0.04
503.9692748022857,0.04
503.9914417161908,0.04
504.7671163191936,0.04
508.35727476188526,0.04
509.1000396956162,0.04
510.1125763575634,0.04
511.171506350376,0.04
514.262360805324,0.04
522.8220289810727,0.04
523.8040322663901,0.04
528.5207500989997,0.04
528.669902564962,0.04
531.4153259514229,0.04
533.9552999488229,0.04
536.4096707364895,0.04
536.5980222958749,0.04
543.7305602991637,0.04
546.4695494056326,0.04
548.2498807740196,0.04
555.9867907723586,0.04
556.8840119192672,0.04
557.8724492257392,0.04
558.7832218029514,0.04
560.6934465533965,0.04
563.1936524888671,0.04
564.8332836012811,0.04
566.0112471420688,0.04
568.1667887173332,0.04
569.1916700285037,0.04
569.6317940629839,0.04
569.8182870733023,0.04
572.3274230080635,0.04
572.9504339260463,0.04
576.2944691531488,0.04
579.452984677524,0.04
580.4136425579338,0.04
582.1990590425819,0.04
584.0831668889806,0.04
585.6904102164661,0.04
588.2355910578773,0.04
589.1789090868415,0.04
592.488012003537,0.04
595.2775042935197,0.04
598.3470902091024,0.04
598.9672703569074,0.04
