Point in Time[s],Utilization of Active Resource[]
474.63917390478736,1.0
476.4830761412734,1.0
476.63917390478736,1.0
476.7952716683013,1.0
477.63917390478736,0.0
492.88805635769575,1.0
495.88805635769575,0.0
531.5253259514228,1.0
533.5253259514228,0.0
566.1212471420687,1.0
567.1212471420687,0.0
