Point in Time[s],Number of Resource Containers[]
62.09529372117596,2
72.31447595881193,3
99.3554042988746,4
110.49156627816652,5
127.14582543602121,6
140.9407465559171,7
151.89672131544685,8
162.9746286864279,9
178.70982121979728,10
356.33132706965677,11
367.48835185851266,12
517.6660442518368,13
543.827648960363,14
