Point in Time[s],Resource Demand[s]
0.0,0.04
2.0185401375095906,0.04
4.181275412382599,0.04
5.806785393046832,0.04
9.10247809784531,0.04
11.586974949629465,0.04
12.307704459502165,0.04
12.975354138895684,0.04
14.253274399935082,0.04
14.814925519997294,0.04
15.991838175627612,0.04
16.726916481165297,0.04
21.80462111226352,0.04
22.445140622924058,0.04
23.227613509319276,0.04
23.938421256692223,0.04
24.369951194284145,0.04
24.441488539921068,0.04
25.355998742849668,0.04
28.234839210372865,0.04
28.485547624743063,0.04
29.93801182253142,0.04
30.9387849484009,0.04
31.06247187042096,0.04
32.78181209127799,0.04
32.881608916502586,0.04
35.23308911364299,0.04
38.96549637984945,0.04
40.51437150898667,0.04
45.19653432025432,0.04
51.49812642914,0.04
52.008385744646155,0.04
53.64744362635527,0.04
53.908365223745484,0.04
58.31292183091746,0.04
60.48172562069065,0.04
62.78573619990926,0.04
66.32615419708314,0.04
67.09054434472753,0.04
68.7701125912646,0.04
69.29316795716507,0.04
70.92668364034881,0.04
71.96049791967789,0.04
83.31045739232907,0.04
83.84973202866934,0.04
87.62644038605934,0.04
88.09016210617035,0.04
91.86794259258107,0.04
94.17604544842915,0.04
96.38945581748759,0.04
96.67336176688846,0.04
103.70462726392478,0.04
106.79120185360752,0.04
108.03929941014148,0.04
110.53360954587406,0.04
116.66642102735425,0.04
118.03408371513541,0.04
119.81810825986284,0.04
121.81422334275292,0.04
127.2357008229611,0.04
129.4177184157201,0.04
130.27565522374616,0.04
131.09034180038566,0.04
133.6637927345164,0.04
133.6835411597561,0.04
136.41286841245866,0.04
136.88403054793858,0.04
137.8361298166156,0.04
140.34998296864478,0.04
141.05369774912685,0.04
141.3907085415611,0.04
144.07570161798276,0.04
144.82953353301346,0.04
151.27102105371858,0.04
151.93818600600025,0.04
152.11142752045086,0.04
160.16702428750705,0.04
160.3950776587245,0.04
162.11410429704824,0.04
164.68707815127306,0.04
173.69652744651424,0.04
176.24379859930187,0.04
177.11309994781757,0.04
179.30492477503833,0.04
179.6420118995301,0.04
179.87861432316456,0.04
182.18528915568766,0.04
182.97536192171773,0.04
184.51261483289238,0.04
185.3066322202468,0.04
188.88666519232606,0.04
191.48895165406108,0.04
193.53799383977193,0.04
193.73497167327352,0.04
198.204489756824,0.04
199.5910758564098,0.04
199.61149412535585,0.04
205.90370398673514,0.04
207.7314081981373,0.04
212.59001772799402,0.04
218.4465907816321,0.04
220.88622022520084,0.04
222.69007752369964,0.04
229.3867337108551,0.04
230.31076227450552,0.04
230.80117686316387,0.04
231.5937020683937,0.04
232.81509395963707,0.04
234.59661184376148,0.04
242.8208155525992,0.04
246.9943458556228,0.04
248.2865964952922,0.04
250.34226767023515,0.04
250.60186257547218,0.04
250.91674761877493,0.04
251.40432199462433,0.04
252.70950714892268,0.04
263.5716212669696,0.04
264.3723970317917,0.04
264.98800535892315,0.04
265.00379950061915,0.04
266.0745609337938,0.04
270.3553753082554,0.04
273.2475043141807,0.04
273.80303238168756,0.04
274.1361980958201,0.04
276.4467383570448,0.04
277.18512166149276,0.04
285.8538742009062,0.04
286.0676810688024,0.04
286.66786096587475,0.04
288.9983101562557,0.04
291.56827377939675,0.04
299.6511658116536,0.04
300.14952654643594,0.04
300.2046516628494,0.04
303.77156186751364,0.04
308.8822303056785,0.04
309.87307337503705,0.04
310.756555051563,0.04
311.7638087303237,0.04
314.8685483809801,0.04
315.9238849504543,0.04
319.1237010223691,0.04
319.96654807095365,0.04
322.28316963562526,0.04
322.50290801041314,0.04
322.79838507747274,0.04
326.35358199031174,0.04
327.6910361034327,0.04
330.42057732720855,0.04
330.60911183653855,0.04
331.929210778597,0.04
332.0260852599383,0.04
336.2689741752355,0.04
337.0267459438507,0.04
337.07790434948777,0.04
337.7916386544031,0.04
337.81427966297775,0.04
340.2961649509577,0.04
340.3382623675039,0.04
341.2430730047213,0.04
341.91167603927516,0.04
344.19642114038555,0.04
345.27106840798956,0.04
346.0768750922151,0.04
349.22511150118095,0.04
354.25829404081185,0.04
356.47584969465663,0.04
357.40080587724395,0.04
357.9742888380029,0.04
359.75474256612245,0.04
359.8933352919497,0.04
361.02605454272555,0.04
361.96512322746986,0.04
362.2581427811067,0.04
362.4354461379226,0.04
368.7629161168618,0.04
369.2272865923544,0.04
370.3417365180475,0.04
378.1187554684362,0.04
379.00060346786245,0.04
381.21802697861017,0.04
383.1349398441973,0.04
383.64058911147106,0.04
384.5633070982528,0.04
385.1817933975117,0.04
386.45307663802487,0.04
387.99359479820544,0.04
389.64597919262656,0.04
391.2114849032903,0.04
394.54182725242913,0.04
394.61643379160415,0.04
398.5392433725207,0.04
400.4724163009621,0.04
400.90680175925075,0.04
404.55225237004305,0.04
405.2846673603172,0.04
406.53505455774297,0.04
407.3387394436136,0.04
408.80803311083946,0.04
422.47728126558576,0.04
422.67832071034803,0.04
424.1762394733731,0.04
431.1545518840509,0.04
432.8742134517715,0.04
433.1826241054759,0.04
433.6844479656181,0.04
438.79059601960125,0.04
439.29069379757703,0.04
442.0660659643809,0.04
442.23828896273454,0.04
442.3439978429888,0.04
443.69894890698475,0.04
444.70431460940307,0.04
445.3275107357846,0.04
448.6604874820579,0.04
448.9722849838469,0.04
452.54433545916993,0.04
453.26913100607584,0.04
453.84614834249714,0.04
454.35012664328656,0.04
459.42177575754926,0.04
464.99517681829263,0.04
467.3184094160006,0.04
469.6277807933927,0.04
472.59014186743866,0.04
474.7792054987003,0.04
474.94574521575845,0.04
476.70596416688545,0.04
478.1172516062856,0.04
480.31173466759486,0.04
481.98090360748114,0.04
482.5447082263843,0.04
482.59989605532144,0.04
485.46253401433404,0.04
485.57059001866855,0.04
487.1825273936636,0.04
491.98075241347794,0.04
493.98531558376004,0.04
495.22902666185195,0.04
496.04629640879233,0.04
500.2374780543339,0.04
502.0816653429712,0.04
505.5085338480724,0.04
507.99226945981474,0.04
509.40698370655474,0.04
510.8334918791513,0.04
515.2960825798714,0.04
516.342464803346,0.04
517.1425774540216,0.04
523.7735149951201,0.04
525.4500601924193,0.04
527.4716140287313,0.04
532.8234591109125,0.04
534.1405869442505,0.04
536.506667815334,0.04
536.7604263282832,0.04
536.9155282203236,0.04
537.099330873918,0.04
538.4249240731848,0.04
539.8075449204002,0.04
542.3459930180729,0.04
542.5906875936871,0.04
549.1012708592397,0.04
554.1115049213795,0.04
555.7202285618044,0.04
556.1133731914831,0.04
557.3558262292029,0.04
558.9495599761068,0.04
561.648681876621,0.04
562.8528022548466,0.04
563.6174313598272,0.04
565.0384106781873,0.04
567.1393689666162,0.04
567.9200594620053,0.04
571.052706064851,0.04
571.0573318740551,0.04
571.7126884456683,0.04
575.0178133127065,0.04
575.7778502168319,0.04
577.8123458791807,0.04
579.9782047348017,0.04
581.1816099364881,0.04
581.9714216384903,0.04
582.403241970184,0.04
584.8112655253677,0.04
584.8891269850722,0.04
585.846080257197,0.04
586.5454891759397,0.04
588.835074705822,0.04
589.4082986344869,0.04
589.7149094106679,0.04
590.9558675212887,0.04
592.3128273639002,0.04
594.7444681120226,0.04
599.9550132448209,0.04
