Point in Time[s],Resource Demand[s]
0.055,0.04
1.9092237640605554,0.04
2.1933869950159,0.04
2.226328240710159,0.04
3.6443205800807825,0.04
4.887252050578694,0.04
6.2520134190272625,0.04
6.851305567036393,0.04
10.481878799085417,0.04
11.696982043279906,0.04
19.280469756168873,0.04
20.233918918639326,0.04
21.519408967300535,0.04
22.88096958555462,0.04
23.224810848520097,0.04
23.693690394163934,0.04
24.249077077426175,0.04
27.679263631271347,0.04
30.621882544654056,0.04
32.04156432807205,0.04
33.36542800069309,0.04
33.994596455740655,0.04
36.682661266574314,0.04
37.75276637393447,0.04
46.4812372103373,0.04
47.55112618945243,0.04
48.01459369391911,0.04
48.7971460065665,0.04
52.22793476512381,0.04
56.713926317661624,0.04
57.27984232619861,0.04
57.30630104152581,0.04
59.658719191116646,0.04
62.361959648485445,0.04
64.54150768290934,0.04
67.00885929113544,0.04
67.39761012884956,0.04
72.14741316297815,0.04
72.38703193241699,0.04
74.82012574194987,0.04
78.0089429408101,0.04
81.56188553601328,0.04
82.75493956662682,0.04
83.50379527563896,0.04
84.09422376654837,0.04
86.99787463503722,0.04
87.93150791146554,0.04
88.31159479673587,0.04
90.09848696430271,0.04
93.92960756145408,0.04
94.66423849852488,0.04
99.12013637359512,0.04
100.77761366885873,0.04
102.97936405703263,0.04
105.5289692317223,0.04
106.55748890592636,0.04
108.289253906422,0.04
108.88670455538094,0.04
111.11735392104985,0.04
113.75909060603878,0.04
114.21235089174777,0.04
116.44341758354568,0.04
118.35059003854117,0.04
120.95559255012722,0.04
122.72061087570718,0.04
123.3496225813184,0.04
123.44038941273207,0.04
123.75959416092729,0.04
124.4254414036993,0.04
125.86292378350873,0.04
126.38048071174778,0.04
132.9956189296907,0.04
133.5422155659727,0.04
138.9162953214737,0.04
141.23619137060288,0.04
147.85761381565058,0.04
147.9354555129899,0.04
148.23924928364713,0.04
151.08102689133773,0.04
153.17328506685402,0.04
154.38744826062896,0.04
155.13548797259926,0.04
155.4165730329379,0.04
156.06158864231435,0.04
157.55771949242225,0.04
160.48506273877854,0.04
160.83813230453,0.04
162.09046575872605,0.04
162.97380536227612,0.04
166.1538217191628,0.04
168.40443735280772,0.04
171.29393693679387,0.04
173.75136194193303,0.04
180.20631234338833,0.04
184.37598840048463,0.04
186.61315235778346,0.04
187.53052152366698,0.04
188.85066591341362,0.04
189.56626638536088,0.04
191.3242214257472,0.04
191.5265622370897,0.04
191.557735841246,0.04
